"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"boulder","Santoku","Bodio","","8B","2020-02-23","Amazing! 2 sessions","Amazing! 2 sessions","mega classic","redpoint","switzerland",""
"boulder","Boogalagga","Chironico","boogalagga 59ac3","8B","2020-02-21","Classic - one session last year, one more this trip","Classic - one session last year, one more this trip","mega classic","redpoint","switzerland","Ticino"
"boulder","Greenhouse Academy","Unknown Crag","birkenreuther wand","8B","2020-02-07","#FA                Greenhouse Effect sit start","#FA Greenhouse Effect sit start","mega classic","redpoint","germany","Frankenjura"
"boulder","Snooker","Unknown Crag","","8B","2020-01-26","For sure one of the best traverses!","For sure one of the best traverses!","mega classic","redpoint","germany","Frankenjura"
"boulder","Bauernaufstand","Unknown Crag","pu","8B","2020-01-23","Perfect compression rig","Perfect compression rig","mega classic","redpoint","germany","Frankenjura"
"boulder","Schatzmeister","Unknown Crag","pegnitz","8B","2020-01-19","8B/+ imo, all time favorite and one of my main goals over the last weeks","8B/+ imo, all time favorite and one of my main goals over the last weeks","mega classic","redpoint","germany","Frankenjura"
"boulder","Bull Rider","Unknown Crag","","8B","2020-01-19","Second 8B of the day - perfect streak - finally some projs finished!","Second 8B of the day - perfect streak - finally some projs finished!","mega classic","redpoint","germany","Frankenjura"
"boulder","The lost art of keeping a secret","Unknown Crag","leupoldstein","8B","2020-01-13","#FA                The mega proj in the cave over the left prow with the obvious 'sword' hold, stand start and full top out to the left 

Not really sure if it's FA so if anyone did it before please tell me!","#FA The mega proj in the cave over the left prow with the obvious 'sword' hold, stand start and full top out to the left Not really sure if it's FA so if anyone did it before please tell me!","mega classic","redpoint","germany","Frankenjura"
"boulder","Geißel Gottes","Unknown Crag","m grotte","8B","2019-09-24","Happy to finish this quick after having no chance last year!","Happy to finish this quick after having no chance last year!","mega classic","redpoint","germany","Frankenjura"
"boulder","More Shining","Silvretta","palm beach","8B","2019-06-21","Such an amazing line! Nearly did it one session but the fucking topout kicked me off^^ glad to send today in my second go with bloody skin - next trip Memento!","Such an amazing line! Nearly did it one session but the fucking topout kicked me off^^ glad to send today in my second go with bloody skin - next trip Memento!","mega classic","redpoint","austria","Innsbruck"
"boulder","Kalokagathia","Unknown Crag","","8B","2019-02-15","Perfect line connecting Monet and Bordighera - first repeat - congrats MP for the FA yesterday! 3 sessions in total - send was quite a battle^^","Perfect line connecting Monet and Bordighera - first repeat - congrats MP for the FA yesterday! 3 sessions in total - send was quite a battle^^","mega classic","redpoint","germany","Frankenjura"
"boulder","Airbus","Unknown Crag","","8B","2019-02-05","~40 moves pumpy traverse, much work to clean it up, but completely worth it, one session, second repeat","~40 moves pumpy traverse, much work to clean it up, but completely worth it, one session, second repeat","mega classic","redpoint","germany","Frankenjura"
"boulder","Säbelzahn","Unknown Crag","","8B","2019-02-02","One session, very low but amazing though!","One session, very low but amazing though!","mega classic","redpoint","germany","Frankenjura"
"boulder","miozän","Unknown Crag","","8B","2019-01-30","One session, low tensiony roof with micro holds, only two hard moves, but beautiful though!","One session, low tensiony roof with micro holds, only two hard moves, but beautiful though!","mega classic","redpoint","germany","Frankenjura"
"boulder","World is on Fire","Unknown Crag","","8B","2018-12-16","What a day! After doing all the other boulders in the cave I was completely tired and my fingers were bleeding. Even though I decided to give one last shot in the evening and sent it with about 8 cuts on my fingers^^ Stoked to try the new line in the cave!","What a day! After doing all the other boulders in the cave I was completely tired and my fingers were bleeding. Even though I decided to give one last shot in the evening and sent it with about 8 cuts on my fingers^^ Stoked to try the new line in the cave!","mega classic","redpoint","germany","Frankenjura"
"boulder","Blutgeld","Unknown Crag","","8B","2018-12-08","A couple of sessions over the last years...today quite solid! Could be 8A+","A couple of sessions over the last years...today quite solid! Could be 8A+","mega classic","redpoint","germany","Frankenjura"
"boulder","Wirbeljet","Unknown Crag","","8B","2018-11-14","Three sessions, for me one of the best boulders in the fj! Amazing moves with a couple of bad footholds and heelhooks + the best possible rock quality imo!","Three sessions, for me one of the best boulders in the fj! Amazing moves with a couple of bad footholds and heelhooks + the best possible rock quality imo!","mega classic","redpoint","germany","Frankenjura"
"boulder","Diablo","Unknown Crag","","8B","2018-04-15","Third go, so nice!","Third go, so nice!","mega classic","redpoint","germany","Frankenjura"
"boulder","Lucifer","Unknown Crag","","8B","2018-03-29","Nearly did it first session, then a quite annoying second one where I was totally tired... today it felt easy and I did it first go! Very nice moves but a bit low...","Nearly did it first session, then a quite annoying second one where I was totally tired... today it felt easy and I did it first go! Very nice moves but a bit low...","mega classic","redpoint","germany","Frankenjura"
"boulder","Hips don't lie","Unknown Crag","","8B","2018-03-02","Quite solid with the right beta, next time for the sit!","Quite solid with the right beta, next time for the sit!","mega classic","redpoint","germany","Frankenjura"
"boulder","phaeton","Unknown Crag","","8B","2018-02-24","So nice, three sessions","So nice, three sessions","mega classic","redpoint","germany","Frankenjura"
"boulder","Semper Fi","Unknown Crag","","8B","2018-02-16","2 sessions, simply one of the best!","2 sessions, simply one of the best!","mega classic","redpoint","germany","Frankenjura"
"boulder","Hilli Billi","Unknown Crag","","8B","2018-02-10","Great, today solid first go, rather soft imo","Great, today solid first go, rather soft imo","mega classic","redpoint","germany","Frankenjura"
"boulder","Bloodgammon","Unknown Crag","","8B","2017-12-09","Nice sit to backgammon. Not very much harder but a bit more pumpy. One session...","Nice sit to backgammon. Not very much harder but a bit more pumpy. One session...","mega classic","redpoint","germany","Frankenjura"
"boulder","Forget about light for a while","Unknown Crag","","8B","2017-11-19","#FA                Left start into the 7c second part of life. Maybe as hard as life, but not sure...","#FA Left start into the 7c second part of life. Maybe as hard as life, but not sure...","mega classic","redpoint","germany","Frankenjura"
"boulder","forget about life for a while","Unknown Crag","","8B","2017-11-19","Never 8b+, but imo also harder than most of the 8a+ i know...","Never 8b+, but imo also harder than most of the 8a+ i know...","mega classic","redpoint","germany","Frankenjura"
"boulder","Zerberus","Unknown Crag","","8B","2017-11-16","Simply one of the best! Fell three times on the very last move in my second session, today solid first go!","Simply one of the best! Fell three times on the very last move in my second session, today solid first go!","mega classic","redpoint","germany","Frankenjura"
"boulder","Golden horse","Sundergrund","","8B","2017-08-29","First 8b in one day! Great addition to Silberross!","First 8b in one day! Great addition to Silberross!","mega classic","redpoint","austria","Zillertal"
"boulder","Winterfresh","Unknown Crag","","8A+","2020-03-24","Ugly","Ugly","average","redpoint","germany","Frankenjura"
"boulder","Natural speed","Unknown Crag","","8A+","2020-03-23","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Terminator","Unknown Crag","","8A+","2020-03-22","Full version, 2 tries this time","Full version, 2 tries this time","mega classic","redpoint","germany","Frankenjura"
"boulder","Quarantäne","Unknown Crag","","8A+","2020-03-19","2nd ascent, could be 8b","2nd ascent, could be 8b","mega classic","redpoint","germany","Frankenjura"
"boulder","Robert Hall","Unknown Crag","","8A+","2020-03-19","10mins, nice new prow by FC","10mins, nice new prow by FC","mega classic","redpoint","germany","Frankenjura"
"boulder","Violation","Unknown Crag","hb","8A+","2020-03-08","10mins this time","10mins this time","very good","redpoint","germany","Frankenjura"
"boulder","Mérite le détour","Chironico","boogalagga 59ac3","8A+","2020-02-21","Shorty beta","Shorty beta","mega classic","redpoint","switzerland","Ticino"
"boulder","Walk The Line","Chironico","lavorgo","8A+","2020-02-18","Outstanding line","Outstanding line","mega classic","redpoint","switzerland","Ticino"
"boulder","Delusion of grandeur","Chironico","101","8A+","2020-02-18","Simply great","Simply great","mega classic","redpoint","switzerland","Ticino"
"boulder","Big Kat stand","Chironico","101","8A+","2020-02-18","","","mega classic","redpoint","switzerland","Ticino"
"boulder","Soilwork","Chironico","schattental","8A+","2020-02-16","Nice campus move","Nice campus move","mega classic","redpoint","switzerland","Ticino"
"boulder","Second life","Chironico","nivo alta","8A+","2020-02-15","#2go               My style","#2go My style","mega classic","redpoint","switzerland","Ticino"
"boulder","Stachelrochen","Unknown Crag","","8A+","2020-02-08","Quite ugly but still a boulder - so at least some fun!","Quite ugly but still a boulder - so at least some fun!","average","redpoint","germany","Frankenjura"
"boulder","What's your name, what's your number?","Unknown Crag","pegnitz","8A+","2020-01-12","#FA                New straight exit to Fabi's creation","#FA New straight exit to Fabi's creation","mega classic","redpoint","germany","Frankenjura"
"boulder","I don't give a name, I don't give a fuck","Unknown Crag","pegnitz","8A+","2020-01-12","Nice one from last year, rather 8a+ than 8b imo","Nice one from last year, rather 8a+ than 8b imo","mega classic","redpoint","germany","Frankenjura"
"boulder","Laktat","Unknown Crag","","8A+","2020-01-06","Finally... so hyped!","Finally... so hyped!","mega classic","redpoint","germany","Frankenjura"
"boulder","Shelter","Unknown Crag","","8A+","2019-12-28","Nice with toehook beta","Nice with toehook beta","mega classic","redpoint","germany","Frankenjura"
"boulder","Greenhouse Effect","Birkenreuther Wand","","8A+","2019-07-29","#FA                One of my favorites in fj","#FA One of my favorites in fj","mega classic","redpoint","germany","Frankenjura"
"boulder","Limes","Unknown Crag","appenloch","8A+","2019-07-12","One of the best - props to Fabi for the FA","One of the best - props to Fabi for the FA","mega classic","redpoint","germany","Frankenjura"
"boulder","Feinkost Paranoia","Unknown Crag","appenloch","8A+","2019-07-12","The hardest of the existing boulders here","The hardest of the existing boulders here","mega classic","redpoint","germany","Frankenjura"
"boulder","King of Nothing","Silvretta","unten","8A+","2019-06-19","10mins","10mins","mega classic","redpoint","austria","Innsbruck"
"boulder","Sucker Royal","Silvretta","steinblock","8A+","2019-06-19","","","mega classic","redpoint","austria","Innsbruck"
"boulder","Gringo ist sauer","Silvretta","steinblock","8A+","2019-06-19","#FA                8a/+, sit start on the right edge and traverse into Sucker for Pain","#FA 8a/+, sit start on the right edge and traverse into Sucker for Pain","mega classic","redpoint","austria","Innsbruck"
"boulder","Harakiri","Silvretta","sekten sektor","8A+","2019-06-17","Nice variation to niviuk","Nice variation to niviuk","mega classic","redpoint","austria","Innsbruck"
"boulder","Zimalis Alexandra","Silvretta","anam cara","8A+","2019-06-16","Nice right exit to BA","Nice right exit to BA","mega classic","redpoint","austria","Innsbruck"
"boulder","Rombuk","Silvretta","golden gate","8A+","2019-06-16","3rd go, Fell on the last move in flash","3rd go, Fell on the last move in flash","mega classic","redpoint","austria","Innsbruck"
"boulder","Cuthulhu left","Unknown Crag","","8A+","2019-04-16","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Charybdis","Unknown Crag","","8A+","2019-04-02","8a/+","8a/+","mega classic","redpoint","germany","Frankenjura"
"boulder","Mutantensport","Unknown Crag","","8A+","2019-03-09","#FA                From the starting hold of Mutant traverse to the right and end like Bloodsport. Good trainer for the full line proj!","#FA From the starting hold of Mutant traverse to the right and end like Bloodsport. Good trainer for the full line proj!","very good","redpoint","germany","Frankenjura"
"boulder","Princess de la Broissant","Unknown Crag","","8A+","2019-03-09","Old linkup that starts like Bloodsport and goes to the left into Mutant","Old linkup that starts like Bloodsport and goes to the left into Mutant","average","redpoint","germany","Frankenjura"
"boulder","ironman","Unknown Crag","","8A+","2019-02-21","Pumpy and beautiful, two sessions","Pumpy and beautiful, two sessions","mega classic","redpoint","germany","Frankenjura"
"boulder","N.N. (V2)","Unknown Crag","","8A+","2019-02-17","Finally finished this nemesis","Finally finished this nemesis","mega classic","redpoint","germany","Frankenjura"
"boulder","Flubber variation","Unknown Crag","","8A+","2019-01-30","Even better than the original ending - almost effortless today!","Even better than the original ending - almost effortless today!","mega classic","redpoint","germany","Frankenjura"
"boulder","Schlonziges wiener schmankerl sds","Chironico","barriera","8A+","2018-12-28","Very good","Very good","mega classic","redpoint","switzerland","Ticino"
"boulder","Northstar","Unknown Crag","","8A+","2018-12-16","Exactly my style, a real beauty!","Exactly my style, a real beauty!","mega classic","redpoint","germany","Frankenjura"
"boulder","In Grund und Boden","Unknown Crag","","8A+","2018-11-25","Very nice one, quite dabby but nice moves on untypical rock for fj! 8A/+, more 8A+ by traverse standards imo","Very nice one, quite dabby but nice moves on untypical rock for fj! 8A/+, more 8A+ by traverse standards imo","mega classic","redpoint","germany","Frankenjura"
"boulder","Mopedsurfer","Unknown Crag","","8A+","2018-11-11","2 sessions, struggling hard today","2 sessions, struggling hard today","mega classic","redpoint","germany","Frankenjura"
"boulder","Omega Mann","Unknown Crag","","8A+","2018-10-31","About 30 mins. One of the best boulders in the fj!","About 30 mins. One of the best boulders in the fj!","mega classic","redpoint","germany","Frankenjura"
"boulder","Whiskey in the Bar","Maltatal","tal der koenige","8A+","2018-08-20","#FA                Start in ""Whiskey in the Jar"", end in ""Minibar"". Pumpy!","#FA Start in ""Whiskey in the Jar"", end in ""Minibar"". Pumpy!","mega classic","redpoint","austria","Villach"
"boulder","The Source stand","Maltatal","tal der koenige","8A+","2018-08-16","Perfect beta, fucking close on the sit","Perfect beta, fucking close on the sit","mega classic","redpoint","austria","Villach"
"boulder","Petting with an alligator","Maltatal","schleierwasserfall","8A+","2018-08-15","Finally getting used to the style here, very close on wrestling today...","Finally getting used to the style here, very close on wrestling today...","mega classic","redpoint","austria","Villach"
"boulder","Triple X","Unknown Crag","","8A+","2018-08-09","XL into Large, second ascent?","XL into Large, second ascent?","mega classic","redpoint","germany","Frankenjura"
"boulder","XL direkt","Unknown Crag","","8A+","2018-08-07","Tried it about one year ago for the first time. Today just retried the hardest moves a bit, then directly from the start","Tried it about one year ago for the first time. Today just retried the hardest moves a bit, then directly from the start","mega classic","redpoint","germany","Frankenjura"
"boulder","The left hand of darkness","Magic Wood","avers","8A+","2018-06-15","Very sharp","Very sharp","mega classic","redpoint","switzerland","Ticino"
"boulder","Zone 30","Unknown Crag","","8A+","2018-04-28","Second go after Tschagga","Second go after Tschagga","mega classic","redpoint","germany","Frankenjura"
"boulder","Oldschool rocks","Unknown Crag","","8A+","2018-04-28","Finally after a lot of tries in the last years! Second go today, rather solid send","Finally after a lot of tries in the last years! Second go today, rather solid send","mega classic","redpoint","germany","Frankenjura"
"boulder","Atapuerca","Unknown Crag","","8A+","2018-04-02","One session, great highball, one of the best in its grade!","One session, great highball, one of the best in its grade!","mega classic","redpoint","germany","Frankenjura"
"boulder","Landlords","Unknown Crag","","8A+","2018-03-09","One session. Maybe the only dry boulder at the moment^^","One session. Maybe the only dry boulder at the moment^^","mega classic","redpoint","germany","Frankenjura"
"boulder","Das Tor zur Hölle","Unknown Crag","","8A+","2018-02-25","Second go after gg and hr. Much better than it looks!","Second go after gg and hr. Much better than it looks!","mega classic","redpoint","germany","Frankenjura"
"boulder","Burg Saburac ext","Unknown Crag","","8A+","2018-02-14","Three tries after the short version","Three tries after the short version","mega classic","redpoint","germany","Frankenjura"
"boulder","Bad Trip","Unknown Crag","","8A+","2018-02-07","A bit morpho, maybe 8a+/b","A bit morpho, maybe 8a+/b","mega classic","redpoint","germany","Frankenjura"
"boulder","Backgammon","Unknown Crag","","8A+","2017-12-09","So nice! One session...","So nice! One session...","mega classic","redpoint","germany","Frankenjura"
"boulder","Happy Camper","Unknown Crag","","8A+","2017-12-01","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Sundance Sit","Ginzling Wald","","8A+","2017-08-28","So nice!  One session.","So nice! One session.","mega classic","redpoint","austria","Zillertal"
"boulder","Resterampe","Unknown Crag","","8A+","2017-07-18","One session, missed to tick, so don't know exact date...","One session, missed to tick, so don't know exact date...","very good","redpoint","germany","Frankenjura"
"boulder","Die Zähmung der Hydra","Unknown Crag","","8A+","2017-02-25","#FA                Low start, direct exit.","#FA Low start, direct exit.","mega classic","redpoint","germany","Frankenjura"
"boulder","Hydratraverse","Unknown Crag","","8A+","2017-02-25","#FA                Low start, right exit.","#FA Low start, right exit.","very good","redpoint","germany","Frankenjura"
"boulder","Boys don't cry","Unknown Crag","","8A+","2017-02-16","Nice shield with small pockets! 8a/+","Nice shield with small pockets! 8a/+","mega classic","redpoint","germany","Frankenjura"
"boulder","Presssack","Unknown Crag","","8A+","2017-02-11","Brushed it together with Moritz Perwitzschky. Second ascent short after him!","Brushed it together with Moritz Perwitzschky. Second ascent short after him!","mega classic","redpoint","germany","Frankenjura"
"boulder","Tanz der Armlahmen","Unknown Crag","","8A+","2017-02-10","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Claude Monet","Unknown Crag","","8A+","2017-01-29","8a/+","8a/+","mega classic","redpoint","germany","Frankenjura"
"boulder","Dopingkontrolle","Unknown Crag","","8A+","2017-01-28","#FA                Start: Right sidepull, left undercling. Stay low at the beginning!","#FA Start: Right sidepull, left undercling. Stay low at the beginning!","mega classic","redpoint","germany","Frankenjura"
"boulder","XXL","Unknown Crag","","8A+","2017-01-27","Very pumpy!","Very pumpy!","mega classic","redpoint","germany","Frankenjura"
"boulder","The wheel of blood and darkness","Unknown Crag","","8A+","2017-01-27","Pumpy combination!","Pumpy combination!","mega classic","redpoint","germany","Frankenjura"
"boulder","Mr. Tilly","Unknown Crag","","8A+","2017-01-22","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Hassliebe","Unknown Crag","","8A+","2016-10-28","#FA                Start ""Hass"", after the mono-move turn left and traverse around the corner.","#FA Start ""Hass"", after the mono-move turn left and traverse around the corner.","mega classic","redpoint","germany","Frankenjura"
"boulder","zahnstein","Unknown Crag","","8A+","2016-09-12","Brutal two-move-boulder-problem. Many sessions!","Brutal two-move-boulder-problem. Many sessions!","mega classic","redpoint","germany","Frankenjura"
"boulder","Auf Augenhöhe","Unknown Crag","","8A+","2016-09-09","Crimpy. Close flash try!","Crimpy. Close flash try!","very good","redpoint","germany","Frankenjura"
"boulder","Dullnrahmer","Unknown Crag","","8A+","2016-02-27","First 8a+, nice!!!","First 8a+, nice!!!","mega classic","redpoint","germany","Frankenjura"
"boulder","Full Moon","Unknown Crag","","8A","2020-04-29","Classic, 15mins","Classic, 15mins","mega classic","redpoint","germany","Frankenjura"
"boulder","Teamwork","Chironico","team work","8A","2020-02-23","Nearly flashed","Nearly flashed","mega classic","redpoint","switzerland","Ticino"
"boulder","Confession of a crap artist low","Chironico","boogalagga 59ac3","8A","2020-02-21","","","very good","redpoint","switzerland","Ticino"
"boulder","La persistencia de la memoria","Chironico","nivo alta","8A","2020-02-20","Nice","Nice","mega classic","flash","switzerland","Ticino"
"boulder","The Arete With the Pocket","Chironico","101","8A","2020-02-20","Easy first try after a year","Easy first try after a year","mega classic","redpoint","switzerland","Ticino"
"boulder","Le Vent nous Porterà","Chironico","serre moi fort","8A","2020-02-18","Nemesis","Nemesis","very good","redpoint","switzerland","Ticino"
"boulder","Willenberg dach","Chironico","la soucoupe","8A","2020-02-16","Perfect beta by PG","Perfect beta by PG","mega classic","flash","switzerland","Ticino"
"boulder","Alphane Moon","Chironico","nivo alta","8A","2020-02-15","","","mega classic","redpoint","switzerland","Ticino"
"boulder","billard","Unknown Crag","","8A","2020-01-26","Big classic - took me some time","Big classic - took me some time","mega classic","redpoint","germany","Frankenjura"
"boulder","Walfänger","Unknown Crag","klumpertal","8A","2020-01-25","Lil present after trying hard","Lil present after trying hard","very good","redpoint","germany","Frankenjura"
"boulder","Krampus","Unknown Crag","pegnitz","8A","2020-01-17","Nice newer line","Nice newer line","mega classic","redpoint","germany","Frankenjura"
"boulder","Highway","Unknown Crag","","8A","2020-01-03","#2go","#2go","very good","redpoint","germany","Frankenjura"
"boulder","Lego Technik Direkt","Unknown Crag","","8A","2019-12-27","","","very good","redpoint","germany","Frankenjura"
"boulder","Zurück in die Zukunft","Unknown Crag","appenloch","8A","2019-09-04","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Shining","Silvretta","palm beach","8A","2019-06-20","Damn topout threw me off in flash go and in more shining... hopefully there will be some more conditions tomorrow morning...","Damn topout threw me off in flash go and in more shining... hopefully there will be some more conditions tomorrow morning...","mega classic","redpoint","austria","Innsbruck"
"boulder","Sucker for Pain","Silvretta","steinblock","8A","2019-06-19","Amazing move","Amazing move","mega classic","redpoint","austria","Innsbruck"
"boulder","Marabou Full","Silvretta","steinblock","8A","2019-06-19","","","very good","flash","austria","Innsbruck"
"boulder","Diamond Nuts","Silvretta","steinblock","8A","2019-06-19","","","mega classic","redpoint","austria","Innsbruck"
"boulder","Sucker for Gu","Silvretta","steinblock","8A","2019-06-19","","","mega classic","redpoint","austria","Innsbruck"
"boulder","Bloodsucker","Silvretta","steinblock","8A","2019-06-19","","","mega classic","redpoint","austria","Innsbruck"
"boulder","High Society","Silvretta","sekten","8A","2019-06-17","Fuckin dabby","Fuckin dabby","average","flash","austria","Innsbruck"
"boulder","Niviuk","Silvretta","sekten sektor","8A","2019-06-17","","","mega classic","flash","austria","Innsbruck"
"boulder","British Airways","Silvretta","anam cara","8A","2019-06-16","Nearly flashed","Nearly flashed","mega classic","redpoint","austria","Innsbruck"
"boulder","Cuthulhu rises","Unknown Crag","","8A","2019-04-02","Very nice, could have flashed","Very nice, could have flashed","mega classic","redpoint","germany","Frankenjura"
"boulder","Anale Phase","Unknown Crag","","8A","2019-02-19","#FA                Dreiphasenwechsel low","#FA Dreiphasenwechsel low","mega classic","redpoint","germany","Frankenjura"
"boulder","Phasenverschiebung","Unknown Crag","","8A","2019-02-19","#FA                Start like L1 and L3, straight up with toehook and dyno from the two crimps to the big jug, top to the left like L2 and L3","#FA Start like L1 and L3, straight up with toehook and dyno from the two crimps to the big jug, top to the left like L2 and L3","mega classic","redpoint","germany","Frankenjura"
"boulder","Barny Geröllheimer","Unknown Crag","","8A","2019-02-17","","","mega classic","redpoint","germany","Frankenjura"
"boulder","Bordighera","Unknown Crag","","8A","2019-02-06","Too short for the jump start, so used some aid to reach the start... actually doesn't change anything, so it's okay for me! - the full line would be amazing!","Too short for the jump start, so used some aid to reach the start... actually doesn't change anything, so it's okay for me! - the full line would be amazing!","mega classic","flash","germany","Frankenjura"
"boulder","free hueco","Unknown Crag","","8A","2019-02-02","Beautiful","Beautiful","mega classic","redpoint","germany","Frankenjura"
"boulder","Antagonist","Unknown Crag","","8A","2019-01-26","Very nice","Very nice","mega classic","redpoint","germany","Frankenjura"
"boulder","Souvenir","Chironico","paese","8A","2019-01-05","Strange","Strange","very good","redpoint","switzerland","Ticino"
"boulder","Serre moi fort","Chironico","serre moi fort","8A","2019-01-04","One of the best here so far!","One of the best here so far!","mega classic","redpoint","switzerland","Ticino"
"boulder","tricky","Chironico","101","8A","2019-01-03","Lovely","Lovely","mega classic","redpoint","switzerland","Ticino"
"boulder","Pamplemousse","Brione","pamplemousse","8A","2019-01-02","One of the best","One of the best","mega classic","flash","switzerland","Ticino"
"boulder","Apollo","Brione","","8A","2019-01-02","Lovely hook jam","Lovely hook jam","mega classic","redpoint","switzerland","Ticino"
"boulder","Fake Pamplemousse","Brione","riverside","8A","2018-12-31","Harder than expected^^","Harder than expected^^","mega classic","redpoint","switzerland","Ticino"
"boulder","Frogger","Brione","switzerland","8A","2018-12-31","Shredded my skin... very beautiful though!","Shredded my skin... very beautiful though!","mega classic","redpoint","switzerland","Ticino"
"boulder","Marilyn monroe","Brione","bach","8A","2018-12-29","With kneebar beta","With kneebar beta","mega classic","redpoint","switzerland","Ticino"
"boulder","Miss Schweiz","Chironico","boogalagga 59ac3","8A","2018-12-28","Amazing boulder, scary as hell","Amazing boulder, scary as hell","mega classic","redpoint","switzerland","Ticino"
"boulder","jungle book sit","Cresciano","champagne","8A","2018-12-27","So good! Perfect first evening session here!","So good! Perfect first evening session here!","mega classic","redpoint","switzerland","Ticino"
"boulder","Walk of Fame","Unknown Crag","","8A","2018-12-16","#2go               Two tries, could have flashed...","#2go Two tries, could have flashed...","very good","redpoint","germany","Frankenjura"
"boulder","Problemzone","Unknown Crag","","8A","2018-12-14","Nearly flashed, maybe the best typical dabby low frankenjura boulder","Nearly flashed, maybe the best typical dabby low frankenjura boulder","mega classic","redpoint","germany","Frankenjura"
"boulder","Kid Comfort","Unknown Crag","","8A","2018-11-30","Nice new one by FK, 10mins, could be 7C+","Nice new one by FK, 10mins, could be 7C+","mega classic","redpoint","germany","Frankenjura"
"boulder","Calisthenics","Unknown Crag","","8A","2018-11-23","First try after the other boulders, not much harder than grüffelo...","First try after the other boulders, not much harder than grüffelo...","mega classic","redpoint","germany","Frankenjura"
"boulder","Schleimkeim","Unknown Crag","","8A","2018-09-12","Tricky, did it three times basically because I dabbed with my left foot the first two times","Tricky, did it three times basically because I dabbed with my left foot the first two times","mega classic","redpoint","germany","Frankenjura"
"boulder","Sarkophag","Unknown Crag","","8A","2018-09-05","Looks not so good, climbs perfect though!","Looks not so good, climbs perfect though!","mega classic","redpoint","germany","Frankenjura"
